RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,Password,Email,Role
4256,15596228,Uwaezuoke,490,France,Male,29,4,0.0,2,1,0,2,0,5,1234,8654_15596228@gmail.com,ROLE_USER
4257,15578462,Hs?,596,Spain,Female,76,9,134208.25,1,1,1,1,0,7,1234,bdd0_15578462@gmail.com,ROLE_USER
4258,15756894,Onwuka,635,France,Male,29,1,0.0,1,0,1,2,0,5,1234,832a_15756894@gmail.com,ROLE_USER
4259,15796167,Flores,782,Germany,Male,35,7,98556.89,2,1,0,6,0,5,1234,abd1_15796167@gmail.com,ROLE_USER
4260,15664808,Nicoll,790,Spain,Female,37,3,0.0,3,0,0,5,0,6,1234,9b08_15664808@gmail.com,ROLE_USER
4261,15664555,Hughes,587,France,Male,40,2,0.0,4,0,1,6,1,6,1234,9ba8_15664555@gmail.com,ROLE_USER
4262,15607278,Romano,794,Spain,Female,46,8,134593.79,1,1,1,3,0,6,1234,bedc_15607278@gmail.com,ROLE_USER
4263,15585222,Norman,515,France,Male,41,8,0.0,2,1,1,10,0,6,1234,bad3_15585222@gmail.com,ROLE_USER
4264,15750299,Davison,746,Spain,Male,24,10,68781.82,1,0,1,3,0,4,1234,be71_15750299@gmail.com,ROLE_USER
4265,15761294,Manna,667,Germany,Female,56,8,137464.04,1,1,0,7,1,6,1234,a8cc_15761294@gmail.com,ROLE_USER
4266,15810454,Reed,709,France,Male,32,4,147307.91,1,0,1,2,0,5,1234,b030_15810454@gmail.com,ROLE_USER
4267,15673984,Daniels,536,France,Female,35,8,0.0,1,1,0,9,1,5,1234,8570_15673984@gmail.com,ROLE_USER
4268,15609319,Hunt,711,France,Female,41,3,145754.91,1,1,1,6,0,6,1234,8952_15609319@gmail.com,ROLE_USER
4269,15709941,Feng,753,France,Male,46,8,0.0,3,1,0,5,1,6,1234,bc93_15709941@gmail.com,ROLE_USER
4270,15580252,Waters,748,France,Male,44,4,112610.77,1,0,1,1,0,6,1234,8429_15580252@gmail.com,ROLE_USER
4271,15741275,Yuan,623,France,Female,57,7,71481.79,2,1,1,5,0,6,1234,b608_15741275@gmail.com,ROLE_USER
4272,15707132,Yudin,465,France,Male,33,5,0.0,2,0,1,4,0,5,1234,a834_15707132@gmail.com,ROLE_USER
4273,15600708,Calabresi,640,Spain,Female,34,3,77826.8,1,1,1,9,0,5,1234,9aad_15600708@gmail.com,ROLE_USER
4274,15804787,Onyemauchechukwu,562,France,Male,75,5,87140.85,1,1,1,2,0,7,1234,9d52_15804787@gmail.com,ROLE_USER
4275,15690021,Martin,502,Germany,Female,42,0,132002.7,1,0,1,2,1,6,1234,9f40_15690021@gmail.com,ROLE_USER
4276,15763895,Hung,536,France,Male,32,7,178011.5,2,1,0,2,0,5,1234,9c6e_15763895@gmail.com,ROLE_USER
4277,15623478,Maslova,670,Germany,Female,32,4,102954.68,2,0,1,7,0,5,1234,b2f4_15623478@gmail.com,ROLE_USER
4278,15797910,Zetticci,775,Germany,Male,51,2,123783.25,1,1,1,7,0,6,1234,be06_15797910@gmail.com,ROLE_USER
4279,15577751,Pisano,759,Germany,Male,30,4,101802.67,1,0,0,1,0,5,1234,a9a9_15577751@gmail.com,ROLE_USER
4280,15781777,Sutherland,604,France,Male,33,3,148659.48,1,0,0,3,0,5,1234,87c8_15781777@gmail.com,ROLE_USER
4281,15740527,Lai,766,Germany,Female,62,7,142724.48,1,0,1,1,1,7,1234,b770_15740527@gmail.com,ROLE_USER
4282,15721251,Watson,554,Spain,Female,41,4,112152.89,1,0,1,2,0,6,1234,aebb_15721251@gmail.com,ROLE_USER
4283,15602994,Gorbunov,487,France,Female,53,10,89550.85,1,0,1,5,0,6,1234,ad14_15602994@gmail.com,ROLE_USER
4284,15750769,Padovano,725,France,Male,35,7,75915.75,1,1,0,8,0,5,1234,80a1_15750769@gmail.com,ROLE_USER
4285,15740175,Raynor,732,Germany,Female,42,2,118889.66,2,0,0,5,0,6,1234,a5f8_15740175@gmail.com,ROLE_USER
4286,15679968,Ting,623,France,Male,40,5,118788.57,1,1,0,10,0,6,1234,8aef_15679968@gmail.com,ROLE_USER
4287,15694404,Eberegbulam,781,France,Female,42,3,156555.54,1,1,1,9,0,6,1234,9824_15694404@gmail.com,ROLE_USER
4288,15657529,Chin,714,Germany,Male,53,1,99141.86,1,1,1,4,1,6,1234,959b_15657529@gmail.com,ROLE_USER
4289,15762882,Manna,577,Germany,Female,31,4,61211.18,1,1,1,8,0,5,1234,bb67_15762882@gmail.com,ROLE_USER
4290,15642579,Chang,731,Spain,Female,37,1,128932.4,1,1,1,10,0,6,1234,bd99_15642579@gmail.com,ROLE_USER
4291,15598884,Kent,650,Spain,Female,23,5,0.0,1,1,1,10,0,4,1234,9648_15598884@gmail.com,ROLE_USER
4292,15770185,Buckley,779,France,Male,32,10,80728.15,1,1,0,5,0,5,1234,a685_15770185@gmail.com,ROLE_USER
4293,15800287,Micco,706,Spain,Female,46,2,127660.46,2,1,0,8,1,6,1234,a573_15800287@gmail.com,ROLE_USER
4294,15665861,Avdeev,733,Spain,Male,44,3,106070.89,1,0,1,6,0,6,1234,9d4a_15665861@gmail.com,ROLE_USER
4295,15662203,Bremer,579,Germany,Female,42,3,137560.38,2,1,1,5,0,6,1234,9f6a_15662203@gmail.com,ROLE_USER
4296,15616454,Davidson,476,Germany,Female,34,8,111905.43,1,0,1,10,1,5,1234,b202_15616454@gmail.com,ROLE_USER
4297,15702788,Gadsdon,775,France,Male,40,9,126212.64,1,1,0,4,0,6,1234,ac92_15702788@gmail.com,ROLE_USER
4298,15778149,Connolly,538,Spain,Male,68,9,0.0,2,1,0,6,1,7,1234,a8ac_15778149@gmail.com,ROLE_USER
4299,15680001,McDonald,602,France,Male,38,7,111835.94,2,1,0,7,0,6,1234,88ea_15680001@gmail.com,ROLE_USER
4300,15711991,Chiawuotu,615,France,Male,30,8,0.0,2,0,0,1,0,5,1234,888e_15711991@gmail.com,ROLE_USER
4301,15633834,Milne,700,Germany,Female,28,3,99705.69,2,0,0,8,0,5,1234,b8ad_15633834@gmail.com,ROLE_USER
4302,15765266,Fleming,615,France,Male,32,1,0.0,2,0,0,1,0,5,1234,abf0_15765266@gmail.com,ROLE_USER
4303,15791867,Hicks,544,Germany,Male,44,2,108895.93,1,0,0,4,1,6,1234,85ef_15791867@gmail.com,ROLE_USER
4304,15675380,Logan,573,Spain,Male,56,3,154669.77,1,0,1,6,1,6,1234,b8f3_15675380@gmail.com,ROLE_USER
4305,15770576,Hammond,555,Spain,Male,50,7,128061.0,2,1,1,4,0,6,1234,92e0_15770576@gmail.com,ROLE_USER
4306,15775294,Weber,692,France,Female,31,2,0.0,2,1,0,5,1,5,1234,9e84_15775294@gmail.com,ROLE_USER
4307,15727059,Lettiere,476,France,Female,40,4,0.0,2,0,0,10,0,6,1234,a47e_15727059@gmail.com,ROLE_USER
4308,15702499,Schnaars,770,Spain,Male,46,9,190678.02,1,1,1,1,0,6,1234,a8b5_15702499@gmail.com,ROLE_USER
4309,15611699,Tao,641,France,Female,40,7,0.0,1,1,0,7,0,6,1234,b608_15611699@gmail.com,ROLE_USER
4310,15654000,Algarin,705,France,Female,35,5,0.0,1,1,0,7,1,5,1234,ab88_15654000@gmail.com,ROLE_USER
4311,15657881,Onyemere,784,France,Male,38,5,136712.91,1,0,1,9,0,6,1234,920f_15657881@gmail.com,ROLE_USER
4312,15719991,Korovina,727,Spain,Female,52,1,154733.97,1,1,0,5,1,6,1234,bc75_15719991@gmail.com,ROLE_USER
4313,15720687,Chidubem,576,France,Female,41,4,112609.91,1,0,0,10,1,6,1234,80c0_15720687@gmail.com,ROLE_USER
4314,15687079,King,646,Spain,Male,69,10,115462.44,1,1,0,2,0,7,1234,b784_15687079@gmail.com,ROLE_USER
4315,15582276,Greco,638,France,Male,34,5,133501.36,1,0,1,8,0,5,1234,99ae_15582276@gmail.com,ROLE_USER
4316,15763980,Beneventi,632,Germany,Male,30,1,58668.02,1,1,1,4,0,5,1234,a948_15763980@gmail.com,ROLE_USER
4317,15720774,P'eng,850,Spain,Male,44,7,89118.26,1,1,0,6,1,6,1234,806e_15720774@gmail.com,ROLE_USER
4318,15592194,Metcalf,492,France,Female,28,9,0.0,2,1,0,5,0,5,1234,b86f_15592194@gmail.com,ROLE_USER
4319,15803685,Greco,673,Germany,Female,77,10,76510.52,2,0,1,3,0,7,1234,ba56_15803685@gmail.com,ROLE_USER
4320,15759456,Lupton,609,Spain,Male,34,7,140694.78,2,1,0,3,0,5,1234,b738_15759456@gmail.com,ROLE_USER
4321,15611544,Ibeamaka,701,Germany,Male,36,7,95448.32,2,1,0,10,0,6,1234,b6cf_15611544@gmail.com,ROLE_USER
4322,15794257,Hsiung,651,France,Male,34,4,91562.99,1,1,1,7,0,5,1234,a8ed_15794257@gmail.com,ROLE_USER
4323,15681697,Rueda,508,France,Male,31,8,72541.48,1,1,0,7,0,5,1234,aec5_15681697@gmail.com,ROLE_USER
4324,15579566,Li Fonti,616,Spain,Female,43,3,120867.18,1,1,0,1,1,6,1234,b473_15579566@gmail.com,ROLE_USER
4325,15577970,Alexeeva,489,France,Male,34,5,0.0,1,0,0,3,0,5,1234,9f20_15577970@gmail.com,ROLE_USER
4326,15727489,Madueke,567,Spain,Female,45,1,157320.51,1,1,0,4,0,6,1234,9434_15727489@gmail.com,ROLE_USER
4327,15764284,Torres,714,Spain,Male,27,3,0.0,3,1,1,7,0,5,1234,a4cb_15764284@gmail.com,ROLE_USER
4328,15581811,Chukwubuikem,678,Germany,Female,30,1,139676.95,2,0,1,1,0,5,1234,a4cb_15581811@gmail.com,ROLE_USER
4329,15622527,Holloway,581,France,Female,55,6,0.0,1,1,1,2,0,6,1234,9b46_15622527@gmail.com,ROLE_USER
4330,15753362,Evdokimov,748,Spain,Male,60,3,0.0,2,1,1,4,0,6,1234,afcd_15753362@gmail.com,ROLE_USER
4331,15666652,Anayolisa,781,France,Female,19,3,0.0,2,1,1,7,0,4,1234,ae65_15666652@gmail.com,ROLE_USER
4332,15789714,Semmens,691,Spain,Male,21,3,103000.94,1,1,1,6,0,4,1234,8d26_15789714@gmail.com,ROLE_USER
4333,15771543,Tu,507,Germany,Male,31,2,134237.07,1,1,1,9,1,5,1234,9212_15771543@gmail.com,ROLE_USER
4334,15748327,Anderson,724,Germany,Male,34,6,118235.7,2,0,0,8,0,5,1234,a4b3_15748327@gmail.com,ROLE_USER
4335,15754649,Fang,705,Spain,Female,57,3,0.0,2,1,1,2,0,6,1234,bd1c_15754649@gmail.com,ROLE_USER
4336,15810460,Fanucci,708,Spain,Female,64,5,0.0,3,0,1,6,1,7,1234,bb3b_15810460@gmail.com,ROLE_USER
4337,15771742,Boyle,580,Germany,Male,38,9,115442.19,2,1,0,7,1,6,1234,a100_15771742@gmail.com,ROLE_USER
4338,15642160,Milanesi,850,France,Male,38,5,0.0,2,1,0,1,0,6,1234,9aad_15642160@gmail.com,ROLE_USER
4339,15798439,Davidson,714,Spain,Male,25,2,0.0,1,1,1,7,0,5,1234,a1e4_15798439@gmail.com,ROLE_USER
4340,15605293,McKay,559,France,Female,43,1,0.0,2,1,1,10,0,6,1234,936f_15605293@gmail.com,ROLE_USER
4341,15692631,Bogdanova,577,Spain,Female,44,8,115557.0,1,0,1,7,0,6,1234,a41c_15692631@gmail.com,ROLE_USER
4342,15665376,Lavrentiev,647,Germany,Female,35,3,166518.63,2,1,0,8,0,5,1234,925d_15665376@gmail.com,ROLE_USER
4343,15772412,Corser,554,Spain,Male,30,6,135370.12,1,1,1,10,1,5,1234,8239_15772412@gmail.com,ROLE_USER
4344,15654577,Alexeeva,549,Germany,Male,54,5,92877.33,1,1,0,1,1,6,1234,a24c_15654577@gmail.com,ROLE_USER
4345,15585427,Madueke,528,France,Female,26,10,102073.67,2,0,0,9,0,5,1234,a0a5_15585427@gmail.com,ROLE_USER
4346,15584536,Barber,720,Germany,Male,46,3,97042.6,1,1,1,7,1,6,1234,8545_15584536@gmail.com,ROLE_USER
4347,15585853,McCardle,743,Spain,Male,41,7,0.0,1,1,0,9,1,6,1234,a68d_15585853@gmail.com,ROLE_USER
4348,15645271,Radcliffe-Brown,615,Germany,Male,24,8,108528.07,2,0,0,9,1,4,1234,ba6e_15645271@gmail.com,ROLE_USER
4349,15579387,Ni,635,Germany,Female,44,2,79064.85,2,0,1,6,0,6,1234,84f2_15579387@gmail.com,ROLE_USER
4350,15623107,Chukwumaobim,686,Spain,Male,45,3,74274.87,3,1,0,4,1,6,1234,af10_15623107@gmail.com,ROLE_USER
4351,15754072,Dennis,840,Spain,Female,36,6,0.0,2,1,0,8,0,6,1234,a32c_15754072@gmail.com,ROLE_USER
4352,15666163,Hayward,695,France,Male,43,1,100421.1,1,1,1,6,0,6,1234,aa6a_15666163@gmail.com,ROLE_USER
4353,15765192,Jones,564,France,Male,26,7,84006.88,2,0,0,10,0,5,1234,8cad_15765192@gmail.com,ROLE_USER
4354,15804822,L?,805,France,Female,31,4,0.0,2,1,0,1,0,5,1234,b442_15804822@gmail.com,ROLE_USER
4355,15612893,Nelson,558,Spain,Male,45,4,0.0,1,1,0,7,0,6,1234,83e2_15612893@gmail.com,ROLE_USER
4356,15593636,Cardus,657,France,Female,39,4,80293.81,1,1,0,5,0,6,1234,838c_15593636@gmail.com,ROLE_USER
4357,15693326,Whitehouse,641,France,Female,42,7,125437.14,2,0,0,9,0,6,1234,a1df_15693326@gmail.com,ROLE_USER
4358,15809901,Johnstone,755,France,Male,36,8,0.0,2,1,0,9,0,6,1234,9557_15809901@gmail.com,ROLE_USER
4359,15759751,Tsui,483,France,Male,48,1,0.0,2,1,1,6,0,6,1234,a854_15759751@gmail.com,ROLE_USER
4360,15605425,Chia,545,Germany,Female,44,2,127536.44,1,1,0,6,0,6,1234,8ba5_15605425@gmail.com,ROLE_USER
4361,15801934,Su,678,France,Male,66,8,0.0,2,1,1,3,0,7,1234,af26_15801934@gmail.com,ROLE_USER
4362,15592000,Calabresi,781,Germany,Female,48,9,82794.18,1,1,0,7,1,6,1234,85ac_15592000@gmail.com,ROLE_USER
4363,15618695,Ts'ui,571,Spain,Female,22,3,108117.1,1,0,1,3,0,4,1234,8b3a_15618695@gmail.com,ROLE_USER
4364,15637110,McCulloch,634,Spain,Female,35,10,0.0,1,1,0,5,0,5,1234,becb_15637110@gmail.com,ROLE_USER
4365,15727408,Koo,523,Germany,Male,27,8,61688.61,2,1,0,8,0,5,1234,8267_15727408@gmail.com,ROLE_USER
4366,15716328,Miller,501,France,Female,40,2,0.0,2,0,0,8,0,6,1234,a3b6_15716328@gmail.com,ROLE_USER
4367,15669060,Woolnough,662,France,Male,74,6,0.0,2,1,0,7,0,7,1234,9d22_15669060@gmail.com,ROLE_USER
4368,15675854,Douglas,573,Spain,Male,50,0,159304.07,1,0,1,8,1,6,1234,8308_15675854@gmail.com,ROLE_USER
4369,15621116,Fang,648,Germany,Male,33,5,138664.24,1,1,0,2,0,5,1234,87c2_15621116@gmail.com,ROLE_USER
4370,15781495,Munro,662,France,Female,22,2,126362.57,2,1,1,5,0,4,1234,83e2_15781495@gmail.com,ROLE_USER
4371,15740470,Vinogradov,725,France,Male,39,4,160652.45,2,1,0,3,0,6,1234,8b20_15740470@gmail.com,ROLE_USER
4372,15714391,Lai,563,France,Female,35,2,183572.84,1,1,1,4,1,5,1234,ae65_15714391@gmail.com,ROLE_USER
4373,15730137,Udegbulam,628,France,Male,31,0,88421.81,1,0,0,4,0,5,1234,8d11_15730137@gmail.com,ROLE_USER
4374,15596455,Mao,546,Spain,Female,45,2,0.0,1,0,0,10,1,6,1234,ae2e_15596455@gmail.com,ROLE_USER
4375,15717290,Onyekaozulu,688,Germany,Male,41,2,112871.19,2,0,1,4,0,6,1234,9a71_15717290@gmail.com,ROLE_USER
4376,15616555,Fu,850,Germany,Male,41,8,60880.68,1,1,0,2,0,6,1234,855f_15616555@gmail.com,ROLE_USER
4377,15659820,Cross,614,France,Female,34,5,0.0,2,1,0,10,0,5,1234,b476_15659820@gmail.com,ROLE_USER
4378,15696301,Snider,719,France,Female,37,9,101455.7,1,1,0,2,1,6,1234,bddd_15696301@gmail.com,ROLE_USER
4379,15771087,Harrison,757,France,Female,71,0,88084.13,2,1,1,8,0,7,1234,b793_15771087@gmail.com,ROLE_USER
4380,15808831,Dale,669,France,Male,29,7,0.0,2,1,1,7,0,5,1234,a561_15808831@gmail.com,ROLE_USER
4381,15812241,Udinese,438,Germany,Male,59,7,127197.14,1,1,0,3,1,6,1234,8ce6_15812241@gmail.com,ROLE_USER
4382,15680370,DeRose,492,France,Male,39,7,0.0,2,0,1,4,0,6,1234,a99a_15680370@gmail.com,ROLE_USER
4383,15780561,Hay,622,France,Female,39,9,83456.79,2,0,0,2,0,6,1234,908d_15780561@gmail.com,ROLE_USER
4384,15800784,Bruce,645,France,Male,42,4,98298.18,1,1,1,1,0,6,1234,91bd_15800784@gmail.com,ROLE_USER
4385,15715796,Romani,728,France,Male,37,0,0.0,2,1,1,4,0,6,1234,b563_15715796@gmail.com,ROLE_USER
4386,15605375,Tseng,651,France,Male,35,2,86911.8,1,1,0,9,0,5,1234,a237_15605375@gmail.com,ROLE_USER
4387,15621520,Tang,783,Germany,Female,42,2,139707.28,1,1,0,1,0,6,1234,b704_15621520@gmail.com,ROLE_USER
4388,15665460,Isayeva,732,Spain,Female,67,1,0.0,2,1,1,9,0,7,1234,9728_15665460@gmail.com,ROLE_USER
4389,15801152,Hill,553,Spain,Female,39,1,142876.98,2,1,0,3,0,6,1234,9569_15801152@gmail.com,ROLE_USER
4390,15756425,Barnes,660,France,Male,30,7,146301.31,1,0,0,5,0,5,1234,8d7a_15756425@gmail.com,ROLE_USER
4391,15674328,Moreno,670,France,Female,40,3,47364.45,1,1,1,8,1,6,1234,91f7_15674328@gmail.com,ROLE_USER
4392,15742404,McGregor,718,France,Male,38,7,0.0,2,1,0,2,0,6,1234,b6eb_15742404@gmail.com,ROLE_USER
4393,15757140,Genovese,787,France,Male,51,0,58137.08,1,0,1,8,0,6,1234,8aaa_15757140@gmail.com,ROLE_USER
4394,15570051,Gill,775,Germany,Female,38,6,179886.41,2,0,0,8,0,6,1234,8e23_15570051@gmail.com,ROLE_USER
4395,15669175,Ts'ai,479,Germany,Male,24,6,107637.97,2,0,1,9,0,4,1234,b36f_15669175@gmail.com,ROLE_USER
4396,15790324,Green,660,France,Female,20,6,167685.56,1,1,0,3,0,4,1234,a44d_15790324@gmail.com,ROLE_USER
4397,15691119,Martin,721,Germany,Male,68,4,136525.99,1,0,0,9,0,7,1234,ab9e_15691119@gmail.com,ROLE_USER
4398,15743478,Johnson,659,Germany,Male,39,8,52106.33,2,1,1,6,0,6,1234,8f2e_15743478@gmail.com,ROLE_USER
4399,15707007,Onio,743,France,Female,39,8,0.0,1,1,0,5,0,6,1234,bef1_15707007@gmail.com,ROLE_USER
4400,15572547,Vaguine,670,France,Female,45,9,104930.38,1,1,0,8,1,6,1234,9a5f_15572547@gmail.com,ROLE_USER
4401,15567063,Manna,766,Germany,Female,34,6,106434.94,1,0,1,7,1,5,1234,9ba8_15567063@gmail.com,ROLE_USER
4402,15689633,Toomey,845,Spain,Female,38,2,112803.92,1,1,0,9,0,6,1234,8633_15689633@gmail.com,ROLE_USER
4403,15720637,Bell,710,Germany,Female,46,10,120530.34,1,1,0,9,1,6,1234,b686_15720637@gmail.com,ROLE_USER
4404,15616859,Bonwick,602,Germany,Female,43,2,113641.49,4,1,0,6,1,6,1234,8ed2_15616859@gmail.com,ROLE_USER
4405,15766166,Folliero,604,Spain,Male,43,2,145081.72,1,1,1,2,0,6,1234,a163_15766166@gmail.com,ROLE_USER
4406,15617655,Holt,564,Spain,Female,35,9,0.0,2,1,1,6,0,5,1234,a7d3_15617655@gmail.com,ROLE_USER
4407,15623450,Brown,637,Germany,Female,27,7,135842.89,1,1,1,6,0,5,1234,a70e_15623450@gmail.com,ROLE_USER
4408,15796612,Ch'ang,527,France,Female,31,1,112203.25,1,1,0,10,0,5,1234,ba2e_15796612@gmail.com,ROLE_USER
4409,15795963,Fiorentini,687,France,Male,34,7,129895.19,1,0,1,2,0,5,1234,a717_15795963@gmail.com,ROLE_USER
4410,15781598,Middleton,756,Germany,Male,41,6,149049.92,1,0,1,3,1,6,1234,8d25_15781598@gmail.com,ROLE_USER
4411,15691871,Millar,503,Germany,Male,42,9,153279.39,1,1,1,8,0,6,1234,9256_15691871@gmail.com,ROLE_USER
4412,15740345,Osborne,657,Spain,Male,42,5,41473.33,1,1,0,6,1,6,1234,a38a_15740345@gmail.com,ROLE_USER
4413,15662626,Feng,666,France,Female,40,2,0.0,2,0,0,2,0,6,1234,a6e0_15662626@gmail.com,ROLE_USER
4414,15596575,Vale,615,Germany,Male,39,5,113193.51,2,1,1,3,0,6,1234,9668_15596575@gmail.com,ROLE_USER
4415,15657321,Arkwookerum,712,Germany,Male,27,8,113174.21,2,1,0,8,0,5,1234,a566_15657321@gmail.com,ROLE_USER
4416,15575955,Lujan,764,France,Female,24,0,0.0,2,1,0,5,0,4,1234,b5f8_15575955@gmail.com,ROLE_USER
4417,15743893,Alexeyeva,471,France,Male,42,3,164951.56,1,1,0,10,0,6,1234,a002_15743893@gmail.com,ROLE_USER
4418,15697270,Gannon,608,Spain,Male,27,4,153325.1,1,1,1,10,0,5,1234,bbd1_15697270@gmail.com,ROLE_USER
4419,15644356,Prokhorova,682,Spain,Female,47,10,134032.01,1,1,0,8,0,6,1234,b82e_15644356@gmail.com,ROLE_USER
4420,15677586,Romero,587,Germany,Female,32,3,125445.04,2,1,1,7,0,5,1234,be41_15677586@gmail.com,ROLE_USER
4421,15571261,Toscani,714,Germany,Female,35,6,126077.43,2,1,1,3,0,5,1234,afb8_15571261@gmail.com,ROLE_USER
4422,15698758,Onwuamaegbu,630,Spain,Female,31,1,0.0,2,1,1,9,0,5,1234,a8da_15698758@gmail.com,ROLE_USER
4423,15787014,King,648,Germany,Female,28,8,90371.09,1,1,1,8,0,5,1234,bf6f_15787014@gmail.com,ROLE_USER
4424,15739857,Trentino,785,France,Female,40,3,0.0,2,1,1,5,0,6,1234,9769_15739857@gmail.com,ROLE_USER
4425,15774630,Peacock,601,Germany,Female,47,1,142802.02,1,1,1,3,0,6,1234,a515_15774630@gmail.com,ROLE_USER
4426,15805523,Nnaife,717,France,Female,28,1,90537.16,1,0,1,4,0,5,1234,81a6_15805523@gmail.com,ROLE_USER
4427,15749557,Chao,707,France,Female,44,6,0.0,2,1,1,10,0,6,1234,ac27_15749557@gmail.com,ROLE_USER
4428,15681180,Barese,771,France,Female,23,7,156123.73,1,1,0,4,0,4,1234,b42f_15681180@gmail.com,ROLE_USER
4429,15742028,Udegbulam,602,France,Female,35,5,0.0,2,1,0,2,0,5,1234,89e5_15742028@gmail.com,ROLE_USER
4430,15686463,Fu,626,France,Male,38,7,141074.59,1,1,0,3,1,6,1234,b545_15686463@gmail.com,ROLE_USER
4431,15654379,Onwuatuegwu,588,Spain,Male,59,4,0.0,2,1,1,2,0,6,1234,882e_15654379@gmail.com,ROLE_USER
4432,15783629,Degtyaryov,616,Germany,Female,42,6,117899.95,2,0,0,8,0,6,1234,84a8_15783629@gmail.com,ROLE_USER
4433,15751193,Nnaemeka,621,Spain,Male,33,4,0.0,2,1,1,2,0,5,1234,ad2f_15751193@gmail.com,ROLE_USER
4434,15724099,Udinese,674,France,Male,26,6,166257.96,1,1,1,8,0,5,1234,b6fd_15724099@gmail.com,ROLE_USER
4435,15568429,Mitchell,633,Spain,Female,46,3,0.0,2,1,0,7,0,6,1234,a71f_15568429@gmail.com,ROLE_USER
4436,15648967,Ch'en,698,Germany,Female,64,1,169362.43,1,1,0,5,1,7,1234,bbf4_15648967@gmail.com,ROLE_USER
4437,15664498,Golovanov,508,France,Male,26,7,205962.0,1,1,0,8,0,5,1234,8ac8_15664498@gmail.com,ROLE_USER
4438,15779522,Efimov,736,France,Female,24,0,0.0,2,1,0,6,1,4,1234,8c51_15779522@gmail.com,ROLE_USER
4439,15583850,Davidson,672,Germany,Male,68,0,126061.51,2,1,1,10,0,7,1234,a038_15583850@gmail.com,ROLE_USER
4440,15696539,Wade,613,France,Female,21,7,105627.95,1,1,1,2,0,4,1234,93c4_15696539@gmail.com,ROLE_USER
4441,15760121,Maynard,712,France,Male,32,9,100606.02,1,1,0,9,0,5,1234,9b31_15760121@gmail.com,ROLE_USER
4442,15628279,Murphy,624,France,Female,38,3,0.0,2,1,1,9,0,6,1234,9919_15628279@gmail.com,ROLE_USER
4443,15766163,Zotova,676,France,Male,38,1,0.0,2,0,1,2,0,6,1234,bc92_15766163@gmail.com,ROLE_USER
4444,15566467,Hannah,683,Germany,Female,32,0,138171.1,2,1,1,10,0,5,1234,9356_15566467@gmail.com,ROLE_USER
4445,15639049,Cartagena,489,France,Female,31,7,139395.08,1,0,1,1,0,5,1234,b87d_15639049@gmail.com,ROLE_USER
4446,15736413,Hall,739,France,Male,29,1,0.0,2,1,1,9,0,5,1234,8ea1_15736413@gmail.com,ROLE_USER
4447,15634815,Hunt,701,France,Female,37,3,0.0,2,1,1,9,0,6,1234,80bb_15634815@gmail.com,ROLE_USER
4448,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,8,1,6,1234,adb8_15716381@gmail.com,ROLE_USER
4449,15708162,Thomson,565,Germany,Female,40,1,89994.71,2,0,1,7,0,6,1234,82b3_15708162@gmail.com,ROLE_USER
4450,15569364,Victor,666,France,Male,36,3,0.0,2,1,0,2,0,6,1234,ab42_15569364@gmail.com,ROLE_USER
4451,15791191,Mitchell,633,France,Male,59,2,103996.74,1,1,1,6,0,6,1234,9efc_15791191@gmail.com,ROLE_USER
4452,15621205,Olisaemeka,578,France,Male,34,4,175111.11,1,1,1,4,0,5,1234,8b50_15621205@gmail.com,ROLE_USER
4453,15704788,Krawczyk,812,Spain,Female,49,8,66079.45,2,0,0,5,1,6,1234,9f07_15704788@gmail.com,ROLE_USER
4454,15775756,Alexandrova,809,Germany,Male,33,8,148055.74,1,0,0,10,0,5,1234,8c4d_15775756@gmail.com,ROLE_USER
4455,15641312,Paterson,615,France,Male,36,6,0.0,1,1,1,2,1,6,1234,ac6b_15641312@gmail.com,ROLE_USER
4456,15782531,Chou,684,Spain,Female,31,8,0.0,2,1,0,10,0,5,1234,b633_15782531@gmail.com,ROLE_USER
4457,15724428,Abel,544,France,Male,40,8,0.0,2,1,0,4,0,6,1234,8594_15724428@gmail.com,ROLE_USER
4458,15743617,Chesnokova,713,Germany,Male,47,1,95994.98,1,1,0,10,0,6,1234,a8b9_15743617@gmail.com,ROLE_USER
4459,15585839,Niu,633,France,Male,37,2,0.0,2,1,0,10,0,6,1234,9dd4_15585839@gmail.com,ROLE_USER
4460,15658158,Sullivan,672,Germany,Female,23,10,110741.56,1,1,0,5,0,4,1234,976e_15658158@gmail.com,ROLE_USER
4461,15637678,Ma,661,France,Male,35,5,0.0,1,1,0,8,0,5,1234,9d65_15637678@gmail.com,ROLE_USER
4462,15701809,Cavill,749,Spain,Female,28,3,0.0,1,1,0,1,0,5,1234,ab78_15701809@gmail.com,ROLE_USER
4463,15676937,Nicholls,635,Spain,Female,32,8,0.0,2,1,1,1,1,5,1234,a3fe_15676937@gmail.com,ROLE_USER
4464,15778975,Nnonso,850,Germany,Female,70,1,96947.58,3,1,0,4,1,7,1234,ba39_15778975@gmail.com,ROLE_USER
4465,15710375,Gibson,641,France,Male,41,6,0.0,2,1,0,4,0,6,1234,9a71_15710375@gmail.com,ROLE_USER
